SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1772977,407315,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,696.465,696.465,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
2486766,271368,-51,0.0,67500,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,-269.64,-269.64,0.0,0,0.0,0.0,35.0,Active,0,0
1723246,409076,-5,0.0,180000,0.0,130394.295,0.0,130394.295,0.0,22670.415,22670.415,0.0,0.0,0.0,0.0,49,0.0,49.0,2.0,Active,0,0
1772977,407315,-4,0.0,0,0.0,0.0,0.0,0.0,0.0,696.465,696.465,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
2486766,271368,-75,60955.785,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,58497.03,60955.785,60955.785,0.0,0,0.0,0.0,19.0,Active,0,0
2486766,271368,-70,54464.85,67500,0.0,0.0,0.0,0.0,3375.0,3375.0,3375.0,52069.86,54464.85,54464.85,0.0,0,0.0,0.0,24.0,Active,0,0
2356293,448125,-50,100247.985,112500,0.0,0.0,0.0,0.0,5625.0,0.0,0.0,93831.075,99741.915,99741.915,0.0,0,0.0,0.0,35.0,Active,1,1
2258089,280342,-45,0.0,135000,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2462391,299564,-46,0.0,315000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2258089,280342,-36,0.0,135000,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
1489539,126707,-12,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active,0,0
2462391,299564,-18,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2486766,271368,-81,58833.54,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,56503.35,58833.54,58833.54,0.0,0,0.0,0.0,13.0,Active,0,0
2356293,448125,-74,85159.575,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,82123.155,84653.505,84653.505,0.0,0,0.0,0.0,11.0,Active,0,0
2306354,264627,-41,0.0,135000,0.0,0.0,0.0,0.0,0.0,106.695,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2306354,264627,-27,0.0,135000,0.0,0.0,0.0,0.0,0.0,106.695,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
1328664,208312,-5,0.0,360000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1242466,131286,-7,161383.59,180000,0.0,0.0,0.0,0.0,8832.915,9450.0,9450.0,157757.895,161383.59,161383.59,0.0,0,0.0,0.0,8.0,Active,0,0
2486766,271368,-39,0.0,67500,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
2486766,271368,-76,65247.03,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,62829.72,65247.03,65247.03,0.0,0,0.0,0.0,18.0,Active,0,0
2258089,280342,-21,0.0,0,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2356293,448125,-70,108572.85,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,105100.74,108066.78,108066.78,0.0,0,0.0,0.0,15.0,Active,0,0
2306354,264627,-76,137876.31,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,132887.97,137876.31,137876.31,0.0,0,0.0,0.0,15.0,Active,0,0
1153736,402376,-16,168179.265,540000,0.0,0.0,0.0,0.0,13305.105,51750.0,51750.0,160351.65,166814.055,166814.055,0.0,0,0.0,0.0,8.0,Active,0,0
2258089,280342,-72,75402.81,135000,0.0,0.0,0.0,0.0,6750.0,9000.0,9000.0,71619.84,75402.81,75402.81,0.0,0,0.0,0.0,23.0,Active,0,0
2356293,448125,-60,95652.225,112500,0.0,0.0,0.0,0.0,5625.0,5850.0,5850.0,92379.645,95146.155,95146.155,0.0,0,0.0,0.0,25.0,Active,0,0
1150047,353814,-16,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1254820,320940,-3,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2356293,448125,-24,0.0,112500,0.0,0.0,0.0,0.0,0.0,2.385,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,47.0,Active,0,0
2258089,280342,-66,132044.04,135000,0.0,0.0,0.0,0.0,6750.0,9000.0,9000.0,126968.31,132044.04,132044.04,0.0,0,0.0,0.0,29.0,Active,0,0
2486766,271368,-85,26668.71,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,25019.55,26668.71,26668.71,0.0,0,0.0,0.0,9.0,Active,0,0
2306354,264627,-57,134851.455,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,129727.035,134851.455,134851.455,0.0,0,0.0,0.0,34.0,Active,0,0
1150047,353814,-11,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2306354,264627,-11,0.0,0,0.0,106.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Completed,0,0
1150047,353814,-19,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2486766,271368,-58,0.0,67500,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
1772977,407315,-11,0.0,0,0.0,0.0,0.0,0.0,0.0,696.465,696.465,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
1150047,353814,-31,0.0,270000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2258089,280342,-46,0.0,135000,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,-241.38,-241.38,0.0,0,0.0,0.0,36.0,Active,0,0
2462391,299564,-9,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2258089,280342,-51,0.0,135000,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,-241.38,-241.38,0.0,0,0.0,0.0,36.0,Active,0,0
1797936,279940,-10,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2486766,271368,-8,0.0,0,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
2486766,271368,-33,0.0,67500,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
1797936,279940,-3,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2306354,264627,-35,0.0,135000,0.0,0.0,0.0,0.0,0.0,106.695,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
1489539,126707,-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active,0,0
2486766,271368,-30,0.0,67500,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
2258089,280342,-38,0.0,135000,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2306354,264627,-88,108647.64,135000,0.0,0.0,0.0,0.0,5625.0,6750.0,6750.0,104518.53,108647.64,108647.64,0.0,0,0.0,0.0,3.0,Active,0,0
1772977,407315,-26,342611.55,450000,0.0,12150.0,0.0,12150.0,17000.505,18000.0,18000.0,334160.19,342611.55,342611.55,0.0,1,0.0,1.0,15.0,Active,0,0
1797936,279940,-11,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2462391,299564,-17,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2486766,271368,-94,67877.46,67500,67500.0,67500.0,0.0,0.0,,3375.0,3375.0,64125.0,67877.46,67877.46,5.0,5,0.0,0.0,,Active,0,0
2306354,264627,-14,0.0,0,0.0,0.0,0.0,0.0,0.0,106.695,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2486766,271368,-55,0.0,67500,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
2306354,264627,-8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Completed,0,0
2258089,280342,-26,0.0,135000,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2258089,280342,-90,139659.885,135000,9000.0,9000.0,0.0,0.0,6750.0,13500.0,13500.0,134719.47,139659.885,139659.885,1.0,1,0.0,0.0,5.0,Active,0,0
2306354,264627,-7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Completed,0,0
2258089,280342,-77,104956.47,135000,0.0,0.0,0.0,0.0,6750.0,13500.0,13500.0,100480.95,104956.47,104956.47,0.0,0,0.0,0.0,18.0,Active,0,0
2258089,280342,-7,0.0,0,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2486766,271368,-43,0.0,67500,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
2258089,280342,-68,134200.89,135000,0.0,0.0,0.0,0.0,6750.0,9000.0,9000.0,129081.42,134200.89,134200.89,0.0,0,0.0,0.0,27.0,Active,0,0
2486766,271368,-23,0.0,67500,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
2486766,271368,-86,29519.55,67500,0.0,0.0,0.0,0.0,3375.0,9000.0,9000.0,27768.645,29519.55,29519.55,0.0,0,0.0,0.0,8.0,Active,0,0
1723246,409076,-11,0.0,180000,0.0,12600.0,0.0,12600.0,0.0,15522.48,15522.48,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,Active,0,0
2306354,264627,-48,0.0,135000,0.0,0.0,0.0,0.0,0.0,106.695,0.0,0.0,-106.695,-106.695,0.0,0,0.0,0.0,40.0,Active,0,0
2306354,264627,-42,0.0,135000,0.0,0.0,0.0,0.0,0.0,106.695,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2306354,264627,-59,138001.275,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,132729.03,138001.275,138001.275,0.0,0,0.0,0.0,32.0,Active,0,0
1723246,409076,-12,0.0,180000,0.0,0.0,0.0,0.0,0.0,1122.48,1122.48,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Active,0,0
2486766,271368,-29,0.0,67500,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
1772977,407315,-29,336200.85,450000,0.0,0.0,0.0,0.0,18270.0,19350.0,19350.0,326700.135,336200.85,336200.85,0.0,0,0.0,0.0,12.0,Active,0,0
2356293,448125,-52,99456.075,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,96129.855,98950.005,98950.005,0.0,0,0.0,0.0,33.0,Active,0,0
2462391,299564,-29,0.0,315000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2258089,280342,-24,0.0,135000,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2462391,299564,-32,0.0,315000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1772977,407315,-18,0.0,450000,0.0,0.0,0.0,0.0,0.0,696.465,696.465,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
2356293,448125,-66,111567.06,112500,9000.0,9000.0,0.0,0.0,5625.0,5850.0,5850.0,107041.095,111060.99,111060.99,1.0,1,0.0,0.0,19.0,Active,0,0
2306354,264627,-23,0.0,135000,0.0,0.0,0.0,0.0,0.0,106.695,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2486766,271368,-68,52288.065,67500,0.0,0.0,0.0,0.0,3375.0,3375.0,3375.0,50000.355,52288.065,52288.065,0.0,0,0.0,0.0,26.0,Active,0,0
2258089,280342,-82,136632.285,135000,0.0,0.0,0.0,0.0,6750.0,9000.0,9000.0,131453.1,136632.285,136632.285,0.0,0,0.0,0.0,13.0,Active,0,0
2306354,264627,-73,132946.47,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,127860.435,132946.47,132946.47,0.0,0,0.0,0.0,18.0,Active,0,0
2356293,448125,-78,95407.605,112500,0.0,0.0,0.0,0.0,5625.0,5850.0,5850.0,92252.655,94901.535,94901.535,0.0,0,0.0,0.0,7.0,Active,0,0
1242466,131286,-1,179164.305,171000,4950.0,5399.55,0.0,449.55,8837.91,9000.0,9000.0,170907.75,174673.305,174673.305,3.0,4,0.0,1.0,14.0,Active,0,0
2486766,271368,-12,0.0,0,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
1723246,409076,-9,0.0,180000,0.0,115883.685,0.0,115883.685,0.0,158444.685,156874.185,0.0,0.0,0.0,0.0,30,0.0,30.0,1.0,Active,0,0
2258089,280342,-18,0.0,0,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2356293,448125,-16,0.0,45000,0.0,0.0,0.0,0.0,0.0,2.385,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,47.0,Active,0,0
2356293,448125,-38,0.0,112500,0.0,0.0,0.0,0.0,507.915,510.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,47.0,Active,0,0
2356293,448125,-63,104183.685,112500,0.0,0.0,0.0,0.0,5625.0,5850.0,5850.0,100933.785,103677.615,103677.615,0.0,0,0.0,0.0,22.0,Active,0,0
2486766,271368,-74,56533.545,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,54205.785,56533.545,56533.545,0.0,0,0.0,0.0,20.0,Active,0,0
2356293,448125,-59,93213.855,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,90027.225,92707.785,92707.785,0.0,0,0.0,0.0,26.0,Active,0,0
1150047,353814,-36,0.0,270000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2258089,280342,-61,2258.64,135000,4500.0,4500.0,0.0,0.0,6750.0,145620.0,145620.0,0.0,0.0,0.0,1.0,1,0.0,0.0,34.0,Active,0,0
2258089,280342,-50,0.0,135000,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,-241.38,-241.38,0.0,0,0.0,0.0,36.0,Active,0,0
2486766,271368,-15,0.0,0,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
1489539,126707,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Completed,0,0
2258089,280342,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2486766,271368,-64,36998.055,67500,4500.0,4500.0,0.0,0.0,3375.0,9000.0,9000.0,33980.4,36998.055,36998.055,1.0,1,0.0,0.0,30.0,Active,0,0
1797936,279940,-6,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2258089,280342,-83,140453.1,135000,2250.0,2250.0,0.0,0.0,6750.0,9000.0,9000.0,134650.17,140453.1,140453.1,1.0,1,0.0,0.0,12.0,Active,0,0
2258089,280342,-44,0.0,135000,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2258089,280342,-84,141400.17,135000,11250.0,11250.0,0.0,0.0,6750.0,9000.0,9000.0,134941.275,141400.17,141400.17,2.0,2,0.0,0.0,11.0,Active,0,0
1328664,208312,-8,0.0,360000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1153736,402376,-22,130947.66,360000,0.0,0.0,0.0,0.0,6928.515,13500.0,13500.0,125070.48,130947.66,130947.66,0.0,0,0.0,0.0,2.0,Active,0,0
2486766,271368,-18,0.0,0,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
2306354,264627,-18,0.0,0,0.0,0.0,0.0,0.0,0.0,106.695,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2306354,264627,-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Completed,0,0
2258089,280342,-12,0.0,0,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2306354,264627,-56,133135.875,135000,0.0,0.0,0.0,0.0,6750.0,6885.0,6885.0,127966.455,133135.875,133135.875,0.0,0,0.0,0.0,35.0,Active,0,0
2306354,264627,-81,90996.885,135000,15750.0,15750.0,0.0,0.0,5625.0,36000.0,36000.0,84654.765,90996.885,90996.885,4.0,4,0.0,0.0,10.0,Active,0,0
2486766,271368,-84,21447.72,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,19918.71,21447.72,21447.72,0.0,0,0.0,0.0,10.0,Active,0,0
2356293,448125,-57,111568.5,112500,22500.0,22500.0,0.0,0.0,5625.0,5850.0,5850.0,107207.775,111062.43,111062.43,1.0,1,0.0,0.0,28.0,Active,0,0
2356293,448125,-55,106735.77,112500,0.0,0.0,0.0,0.0,5625.0,5850.0,5850.0,103289.94,106229.7,106229.7,0.0,0,0.0,0.0,30.0,Active,0,0
2462391,299564,-21,0.0,315000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1150047,353814,-20,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2356293,448125,-71,110725.74,112500,0.0,0.0,0.0,0.0,5625.0,5850.0,5850.0,107352.81,110219.67,110219.67,0.0,0,0.0,0.0,14.0,Active,0,0
2258089,280342,-71,117668.295,135000,45000.0,45000.0,0.0,0.0,6750.0,9000.0,9000.0,111402.81,117668.295,117668.295,2.0,2,0.0,0.0,24.0,Active,0,0
2356293,448125,-12,0.0,45000,0.0,0.0,0.0,0.0,0.0,2.385,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,47.0,Active,0,0
1772977,407315,-12,0.0,0,0.0,0.0,0.0,0.0,0.0,696.465,696.465,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
2306354,264627,-67,140505.165,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,134902.845,140505.165,140505.165,0.0,0,0.0,0.0,24.0,Active,0,0
2486766,271368,-90,46659.33,67500,0.0,0.0,0.0,0.0,3375.0,3375.0,3375.0,44568.63,46659.33,46659.33,0.0,0,0.0,0.0,4.0,Active,0,0
2486766,271368,-53,0.0,67500,0.0,0.0,0.0,0.0,0.0,269.64,0.0,0.0,-269.64,-269.64,0.0,0,0.0,0.0,35.0,Active,0,0
1242466,131286,-13,167536.8,180000,36000.0,36000.0,0.0,0.0,6963.975,7200.0,7200.0,160879.32,164395.8,164395.8,2.0,2,0.0,0.0,2.0,Active,0,0
1254820,320940,-2,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1254820,320940,-4,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2306354,264627,-63,138583.755,135000,3150.0,3150.0,0.0,0.0,6750.0,6750.0,6750.0,132243.435,138583.755,138583.755,1.0,1,0.0,0.0,28.0,Active,0,0
2306354,264627,-22,0.0,0,0.0,0.0,0.0,0.0,0.0,106.695,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
1153736,402376,-1,62433.45,76500,0.0,0.0,0.0,0.0,3205.665,4500.0,4500.0,59613.12,61766.415,61766.415,0.0,0,0.0,0.0,23.0,Active,0,0
2258089,280342,-53,0.0,135000,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,-241.38,-241.38,0.0,0,0.0,0.0,36.0,Active,0,0
1489539,126707,-8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active,0,0
2258089,280342,-43,0.0,135000,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2306354,264627,-33,0.0,135000,0.0,0.0,0.0,0.0,0.0,106.695,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
1723246,409076,-6,0.0,180000,0.0,206394.84,0.0,206394.84,0.0,319095.135,319095.135,0.0,0.0,0.0,0.0,36,0.0,36.0,2.0,Active,0,0
2356293,448125,-9,0.0,45000,0.0,0.0,0.0,0.0,0.0,2.385,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,47.0,Active,0,0
1328664,208312,-10,0.0,360000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2462391,299564,-38,0.0,315000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2258089,280342,-57,0.0,135000,0.0,0.0,0.0,0.0,0.0,241.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2306354,264627,-79,123103.665,135000,36000.0,36000.0,0.0,0.0,6750.0,6750.0,6750.0,117372.555,123103.665,123103.665,2.0,2,0.0,0.0,12.0,Active,0,0
1723246,409076,-4,0.0,180000,0.0,13849.38,0.0,13849.38,0.0,76973.22,76748.22,0.0,0.0,0.0,0.0,9,0.0,9.0,2.0,Active,0,0
